dayofweek,timeofday,area,grp,address,city,state,zip,type,misc,geocode
THR,06:00 PM,F,Back to Basics Group,313 Central Ave,Kingsland,GA,31548,O-D,Kingsland Recovery Group Clubhouse,NULL
TUE,06:00 PM,F,Back to Basics Group,313 Central Ave,Kingsland,GA,31548,O-D,Kingsland Recovery Group Clubhouse,NULL
MON,06:30 PM,B,First Step Group,93 N 5th Street,Macclenny,FL,32063,O-D,United Methodist Church,NULL
FRI,08:00PM,B,Truly Blessed Women,4615 Lexington Ave,Jacksonville,FL,32210,W-O-D-CL,NULL,NULL
SUN,08:00 PM,E,Sunset in the Sand,Ocean Front S & 10th Ave S,Jacksonville Beach,FL,32250,O-D,Directly on the Beach,NULL
MON,07:30 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,O-BBS,NULL,NULL
THR,06:30 PM,E,Beaches Unity Group,322 Penman Rd,Jacksonville Beach,FL,32250,W-O-BS,NULL,NULL
WED,07:00 PM,E,Sound of Sobriety,3410 3rd St S,Jacksonville Beach,FL,32250,O-STM-HF,Palms Presbyterian Church,NULL
SAT,08:00 PM,B,Macclenny Group,8981 S SR 228,Macclenny,FL,32063,O-D-HF,Wayne Fryer Trailer Sales Office,NULL
WED,08:00 PM,G,Green Cove Springs Group,610 Ferris St,Green Cove Springs,FL,32043,O-D-CL-HF,NULL,NULL
WED,07:00 PM,H,Sicker Than Others,37 Lovett St,St Augustine,FL,32084,C-SS-D,St. Cyprian Episcopal Church,NULL
SAT,09:00 AM,H,A Design for Living,5950 SR 16,St Augustine,FL,32092,O-SS,Our Lady of Good Council,NULL
MON,07:30 PM,H,The Jumping Off Place,6 May Street,St Augustine,FL,32084,O-BB-SS,Church of Nazarene,NULL
TUE,5:30 PM,E,Nocetee Promises,211 Davis Park Road,Ponte Vedra,FL,32081,O/D,Crosswater Community Church,NULL
TUE,7:00 PM,H,Keep an Open Mind,"Ancient Wisdom Spiritual Ctr, 4475 US 1 S, Ste 506",St. Augustine,Fl,32086,O/Beg/S/D,NULL,NULL
